Molecules
adp	1	N	3608	2018	3624	2006	1554742	ADP
co2	1395100	Y	4399	5687	4369	5687	1554743	CO2
co2	1	Y	4399	5197	4369	5197	1554744	CO2
h	1395100	N	8491	2737	8471	2737	1554745	H+
no2	1395100	Y	8501	2677	8471	2677	1554746	Nitrite
h2o	1395100	N	8501	2937	8481	2937	1554747	H2O
nh4	1395100	Y	8511	3007	8481	3007	1554748	Ammonium
mqn8	1	N	7017	4061	7017	4041	1554749	Menaquinone 8
glyc3p	3	Y	259	3077	259	3047	1554750	Glycerol 3-phosphate
h2o	1	N	4599	1821	4615	1818	1554751	H2O
rib-D	1395100	Y	4924	1960	4924	1930	1554752	D-Ribose
atp	1	N	4555	1873	4576	1872	1554753	ATP
h	1	N	4626	2112	4638	2098	1554754	H+
pi	1	N	4595	2047	4614	2036	1554755	Phosphate
adp	1	N	4569	1998	4580	1982	1554756	ADP
mal-L	1395100	Y	5056	2661	5037	2635	1554757	L-Malate
h	1395100	N	4976	2836	4976	2816	1554758	H+
h	1	N	4591	2825	4570	2821	1554759	H+
h2o	1	N	3084	5268	3064	5268	1554760	H2O
nadp	1	N	3099	5189	3084	5188	1554761	Nicotinamide adenine dinucleotide phosphate
acald	1	Y	3226	5130	3204	5106	1554762	Acetaldehyde
h	1	N	2734	5188	2754	5188	1554763	H+
ac	1	Y	2589	5127	2554	5098	1554764	Acetate
nadph	1	N	2764	5258	2774	5248	1554765	Nicotinamide adenine dinucleotide phosphate - reduced
pi	1	N	1251	2852	1247	2827	1554766	Phosphate
mthgxl	1	Y	1335	3092	1303	3092	1554767	Methylglyoxal
h	1	N	1039	5017	1019	4997	1554768	H+
nadh	1	N	979	5067	979	5047	1554769	Nicotinamide adenine dinucleotide - reduced
nad	1	N	879	5067	879	5047	1554770	Nicotinamide adenine dinucleotide
g6p	1395100	Y	2023	574	2003	554	1554771	D-Glucose 6-phosphate
pi	1	N	2123	914	2093	914	1554772	Phosphate
pi	1395100	N	1913	653	1913	673	1554773	Phosphate
gthrd	1	N	1201	3592	1189	3576	1554774	Reduced glutathione
lgt-S	1	Y	1326	3566	1303	3575	1554775	(R)-S-Lactoylglutathione
ac	3	Y	2584	5894	2557	5894	1554776	Acetate
ac	1395100	Y	2524	5684	2554	5684	1554777	Acetate
h	1395100	N	4945	3140	4962	3140	1554778	H+
h	1	N	4585	3138	4601	3137	1554779	H+
bglycogen	1	Y	943	1101	968	1121	1554780	branching glycogen
glycogen	1	Y	928	1341	968	1341	1554781	glycogen
nad	1	N	3160	3670	3149	3650	1554782	Nicotinamide adenine dinucleotide
nadh	1	N	3197	4005	3192	3989	1554783	Nicotinamide adenine dinucleotide - reduced
h	1	N	3197	3916	3197	3934	1554784	H+
pi	1	N	1065	1041	1065	1061	1554785	Phosphate
g1p	1	Y	1419	1605	1397	1625	1554786	D-Glucose 1-phosphate
h	1395100	N	4907	2649	4939	2651	1554787	H+
h	1	N	4565	2696	4577	2685	1554788	H+
q8	1	N	2289	5217	2289	5197	1554791	Ubiquinone-8
h2o	1	N	2259	5167	2259	5147	1554792	H2O
co2	1	N	2499	5167	2499	5147	1554793	CO2
q8h2	1	N	2449	5217	2449	5197	1554794	Ubiquinol-8
nadph	1	Y	3539	1122	3535	1093	1554795	Nicotinamide adenine dinucleotide phosphate - reduced
nad	1	Y	3294	1125	3295	1093	1554796	Nicotinamide adenine dinucleotide
nadp	1	Y	3174	1042	3205	1043	1554797	Nicotinamide adenine dinucleotide phosphate
nadh	1	Y	3658	1044	3625	1043	1554798	Nicotinamide adenine dinucleotide - reduced
lac-D	1	Y	6858	1467	6835	1437	1554799	D-Lactate
pyr	1	Y	6848	1107	6835	1137	1554800	Pyruvate
q8	1	N	3858	3414	3858	3394	1554801	Ubiquinone-8
q8h2	1	N	3480	3401	3480	3381	1554802	Ubiquinol-8
6pgc	1	Y	2416	1589	2417	1625	1554803	6-Phospho-D-gluconate
h2o	1	N	2331	2484	2343	2481	1554804	H2O
2ddg6p	1	Y	2324	2586	2301	2563	1554805	2-Dehydro-3-deoxy-D-gluconate 6-phosphate
akg	3	Y	5140	4036	5142	4001	1554806	2-Oxoglutarate
coa	1	N	4027	3346	4044	3347	1554807	Coenzyme A
atp	1	N	4075	3403	4092	3401	1554808	ATP
adp	1	N	4334	3494	4304	3494	1554809	ADP
pi	1	N	4334	3444	4304	3444	1554810	Phosphate
adpglc	1	Y	968	1655	968	1625	1554811	ADPglucose
h	1	N	878	1461	898	1461	1554812	H+
adp	1	N	898	1401	918	1401	1554813	ADP
co2	3	Y	4399	5887	4369	5887	1554814	CO2
h2	1395100	Y	1734	5684	1704	5684	1554815	H2
h2	1	Y	1741	5234	1704	5234	1554816	H2
h	1	N	8028	3544	8041	3537	1554817	H+
o2	1	N	8037	3455	8051	3437	1554818	O2
h2o	1	N	8028	3642	8051	3637	1554819	H2O
h	1395100	N	8246	3537	8241	3517	1554820	H+
xyl-D	1395100	Y	5013	1612	5013	1582	1554821	D-Xylose
atp	1	N	4559	1528	4579	1529	1554822	ATP
h2o	1	N	4598	1484	4623	1482	1554823	H2O
xyl-D	1	Y	4353	1612	4353	1582	1554824	D-Xylose
pi	1	N	4585	1685	4602	1685	1554825	Phosphate
adp	1	N	4561	1637	4579	1640	1554826	ADP
h	1	N	4615	1740	4633	1737	1554827	H+
pep	1	N	1815	986	1815	966	1554828	Phosphoenolpyruvate
glc-D	1395100	Y	1778	555	1743	554	1554829	D-Glucose
pyr	1	N	1665	986	1665	966	1554830	Pyruvate
atp	1	N	2657	5001	2637	5001	1554831	ATP
adp	1	N	2724	4776	2700	4776	1554832	ADP
actp	1	Y	2624	4676	2594	4676	1554833	Acetyl phosphate
g3p	1	Y	1774	2604	1749	2642	1554834	Glyceraldehyde 3-phosphate
dha	1	Y	1537	2297	1519	2269	1554835	Dihydroxyacetone
2pg	1	Y	1714	3491	1750	3493	1554836	D-Glycerate 2-phosphate
3pg	1	Y	1714	3241	1750	3243	1554837	3-Phospho-D-glycerate
glc-D	3	Y	1743	344	1743	384	1554838	D-Glucose
cit	3	Y	5122	4626	5122	4596	1554839	Citrate
cit	1395100	Y	4981	4626	4981	4596	1554840	Citrate
no3	1395100	N	8448	1547	8428	1547	1554841	Nitrate
no2	1395100	N	8458	1837	8438	1837	1554842	Nitrite
h2o	1395100	N	8458	1767	8438	1767	1554843	H2O
o2s	1395100	N	5439	5297	5449	5287	1554844	Superoxide anion
h	1395100	N	5489	5367	5489	5347	1554845	H+
o2	1395100	N	5739	5297	5729	5287	1554846	O2
h2o2	1395100	N	5689	5377	5689	5357	1554847	Hydrogen peroxide
nad	1	N	3074	4934	3064	4953	1554848	Nicotinamide adenine dinucleotide
h2o	1	N	3124	4993	3104	4993	1554849	H2O
nadh	1	N	2824	4906	2804	4933	1554850	Nicotinamide adenine dinucleotide - reduced
h	1	N	2736	4962	2744	4983	1554851	H+
h2o	1	N	2043	3764	2023	3764	1554852	H2O
pep	1	Y	1783	3724	1750	3743	1554853	Phosphoenolpyruvate
co2	1	N	1963	3724	1953	3744	1554854	CO2
pi	1	N	2380	3883	2360	3883	1554855	Phosphate
h	1	N	2330	3843	2310	3843	1554856	H+
h	1395100	N	2725	5604	2694	5604	1554857	H+
h	1	N	2629	5217	2609	5217	1554858	H+
for	1	Y	2165	4453	2154	4474	1554859	Formate
h	1	N	1799	4797	1774	4794	1554860	H+
co2	1	N	1804	5114	1784	5114	1554861	CO2
glyc	3	Y	259	2309	259	2269	1554862	Glycerol
glyc	1395100	Y	458	2299	458	2269	1554863	Glycerol
pep	1	N	1450	2348	1470	2348	1554864	Phosphoenolpyruvate
pyr	1	N	1590	2541	1571	2541	1554865	Pyruvate
h	1	N	7436	5234	7416	5234	1554866	H+
nadph	1	N	7406	5374	7376	5374	1554867	Nicotinamide adenine dinucleotide phosphate - reduced
nadp	1	N	7426	5044	7396	5044	1554868	Nicotinamide adenine dinucleotide phosphate
h	1395100	N	4913	2579	4913	2599	1554869	H+
h	1	N	4620	2484	4647	2480	1554870	H+
h	1395100	N	4971	3033	4970	3013	1554871	H+
h	1	N	4576	3040	4576	3020	1554872	H+
acetol	1	Y	1053	3571	1023	3571	1554873	Acetol
h	1	N	1093	3647	1073	3647	1554874	H+
nadh	1	N	1113	3697	1093	3697	1554875	Nicotinamide adenine dinucleotide - reduced
12ppd-R	1	Y	958	3973	960	3936	1554876	(R)-Propane-1,2-diol
nad	1	N	1113	3847	1093	3847	1554877	Nicotinamide adenine dinucleotide
h2o	1	N	1640	3693	1660	3693	1554878	H2O
nadp	1	N	4025	4458	4025	4438	1554879	Nicotinamide adenine dinucleotide phosphate
icit	1	Y	3951	4392	3944	4361	1554880	Isocitrate
nadph	1	N	4354	4100	4324	4100	1554881	Nicotinamide adenine dinucleotide phosphate - reduced
co2	1	N	4305	4175	4285	4165	1554882	CO2
atp	1	N	3868	1513	3868	1533	1554883	ATP
xylu-D	1	Y	4051	1551	4051	1581	1554884	D-Xylulose
adp	1	N	3635	1492	3635	1512	1554885	ADP
xu5p-D	1	Y	2702	1959	2692	1925	1554886	D-Xylulose 5-phosphate
h	1	N	3582	1525	3582	1545	1554887	H+
coa	1	N	1990	4273	2010	4273	1554888	Coenzyme A
nad	1	N	2044	4221	2060	4223	1554889	Nicotinamide adenine dinucleotide
nadh	1	N	2360	4233	2350	4253	1554890	Nicotinamide adenine dinucleotide - reduced
co2	1	N	2290	4203	2300	4223	1554891	CO2
accoa	1	Y	2564	4322	2534	4312	1554892	Acetyl-CoA
h	1	N	7816	4884	7796	4884	1554893	H+
tmao	1	N	7796	4784	7796	4804	1554894	Trimethylamine N-oxide
h2o	1	N	7816	5034	7796	5024	1554895	H2O
tma	1	N	7796	5144	7796	5124	1554896	trimethylamine
atp	1	N	1035	2320	1055	2320	1554897	ATP
glyc	1	Y	1118	2246	1143	2269	1554898	Glycerol
adp	1	N	1002	2496	1023	2496	1554899	ADP
h	1	N	1041	2544	1061	2544	1554900	H+
12ppd-R	3	Y	253	3966	253	3936	1554901	(R)-Propane-1,2-diol
12ppd-R	1395100	Y	453	3966	453	3936	1554902	(R)-Propane-1,2-diol
f6p	3	Y	259	1794	259	1764	1554903	D-Fructose 6-phosphate
f6p	1395100	Y	458	1794	458	1764	1554904	D-Fructose 6-phosphate
h2o	1	N	3174	4261	3164	4241	1554905	H2O
h	1	N	3404	4474	3404	4454	1554906	H+
coa	1	N	3326	4414	3344	4404	1554907	Coenzyme A
h	1	N	5526	5705	5508	5713	1554908	H+
no2	1	N	5558	5826	5560	5801	1554909	Nitrite
nadh	1	N	5522	5899	5496	5901	1554910	Nicotinamide adenine dinucleotide - reduced
h2o	1	N	5186	5705	5216	5709	1554911	H2O
nad	1	N	5181	5901	5204	5901	1554912	Nicotinamide adenine dinucleotide
nh4	1	N	5148	5826	5144	5801	1554913	Ammonium
for	1395100	N	5872	3776	5872	3756	1554914	Formate
h	1	N	6129	3669	6112	3656	1554915	H+
h	1395100	N	5832	3679	5832	3656	1554916	H+
co2	1	N	6132	3586	6112	3586	1554917	CO2
o2	1	Y	7978	1007	7978	1037	1554918	O2
h	1	N	7928	1137	7928	1107	1554919	H+
h	1395100	N	8208	1127	8208	1107	1554920	H+
h2o	1	N	7981	1227	7978	1207	1554921	H2O
h	1	N	1093	3271	1073	3271	1554922	H+
nadph	1	N	1113	3321	1093	3321	1554923	Nicotinamide adenine dinucleotide phosphate - reduced
nadp	1	N	1113	3491	1093	3491	1554924	Nicotinamide adenine dinucleotide phosphate
glx	1	Y	3680	3943	3710	3943	1554925	Glyoxylate
h2o	1	N	3720	3853	3700	3853	1554926	H2O
accoa	1	N	3655	3775	3635	3775	1554927	Acetyl-CoA
coa	1	N	3276	3590	3293	3599	1554928	Coenzyme A
h	1	N	3359	3604	3373	3617	1554929	H+
rib-D	3	Y	5115	1960	5115	1930	1554930	D-Ribose
dsbard	1395100	Y	5669	3527	5699	3527	1554931	periplasmic protein disulfide isomerase I (reduced)
dsbaox	1395100	Y	5659	3177	5689	3177	1554932	periplasmic protein disulfide isomerase I (oxidized)
etoh	3	Y	3884	5894	3854	5894	1554933	Ethanol
lac-L	1	Y	7658	1507	7638	1477	1554934	L-Lactate
pyr	1	Y	7648	1117	7628	1147	1554935	Pyruvate
h2	3	Y	1734	5894	1704	5894	1554936	H2
acald	1395100	Y	3234	5684	3204	5684	1554937	Acetaldehyde
h	1	N	1246	1751	1246	1731	1554938	H+
atp	1	N	1308	1701	1298	1681	1554939	ATP
ppi	1	N	1088	1731	1064	1731	1554940	Diphosphate
h	1	N	7449	3076	7419	3076	1554941	H+
tmao	1	N	7449	3016	7419	3016	1554942	Trimethylamine N-oxide
tma	1	N	7449	3296	7419	3296	1554943	trimethylamine
h2o	1	N	7439	3226	7419	3226	1554944	H2O
nad	1	N	3754	5224	3754	5204	1554945	Nicotinamide adenine dinucleotide
h	1	N	3474	5224	3474	5204	1554946	H+
nadh	1	N	3374	5224	3374	5204	1554947	Nicotinamide adenine dinucleotide - reduced
h	1395100	N	4958	2897	4972	2906	1554948	H+
h	1	N	4589	2893	4568	2901	1554949	H+
h2o2	1	N	4969	5247	4969	5230	1554950	Hydrogen peroxide
o2	1	N	5269	5230	5239	5230	1554951	O2
h2o	1	N	5229	5147	5199	5147	1554952	H2O
acald	3	Y	3234	5894	3204	5894	1554953	Acetaldehyde
h2	1	N	6371	5054	6351	5054	1554954	H2
h	1	N	6371	4972	6351	4974	1554955	H+
h	1395100	N	6084	4996	6091	4974	1554956	H+
h	1395100	N	2314	5604	2294	5604	1554957	H+
h	1	N	2284	4754	2264	4754	1554958	H+
nadph	1	N	7761	3547	7741	3547	1554959	Nicotinamide adenine dinucleotide phosphate - reduced
h	1	N	7771	3627	7751	3627	1554960	H+
nadp	1	N	7721	3297	7721	3317	1554961	Nicotinamide adenine dinucleotide phosphate
fru	1395100	Y	458	2021	458	1991	1554962	D-Fructose
pep	1	N	931	2026	908	2025	1554963	Phosphoenolpyruvate
pyr	1	N	911	2152	909	2133	1554964	Pyruvate
f1p	1	Y	992	2107	989	2078	1554965	D-Fructose 1-phosphate
atp	1	Y	5089	447	5059	447	1554966	ATP
pi	1	Y	5239	447	5209	447	1554967	Phosphate
adp	1	Y	5029	647	5059	647	1554968	ADP
ppi	1	Y	5239	687	5209	687	1554969	Diphosphate
lac-D	3	Y	256	4352	256	4312	1554970	D-Lactate
lac-D	1395100	Y	455	4282	455	4312	1554971	D-Lactate
h2o	1	N	1382	3629	1361	3634	1554972	H2O
lac-D	1	Y	1271	4286	1301	4311	1554973	D-Lactate
h	1	N	1363	3921	1361	3900	1554974	H+
h2o	1	N	1251	2540	1231	2540	1554975	H2O
pi	1	N	1264	2328	1244	2328	1554976	Phosphate
h2o	1	N	5679	4317	5659	4317	1554977	H2O
pppi	1	N	5679	4247	5659	4247	1554978	Inorganic triphosphate
ppi	1	N	5199	4247	5219	4247	1554979	Diphosphate
h	1	N	5199	4377	5219	4377	1554980	H+
pi	1	N	5199	4307	5219	4307	1554981	Phosphate
o2s	1	N	5439	5187	5449	5207	1554982	Superoxide anion
h	1	N	5489	5127	5489	5147	1554983	H+
h2o2	1	N	5689	5117	5689	5137	1554984	Hydrogen peroxide
o2	1	N	5729	5197	5719	5207	1554985	O2
coa	1	N	1878	4444	1878	4424	1554986	Coenzyme A
12ppd-S	3	Y	259	4977	259	4947	1554987	(S)-Propane-1,2-diol
h	1	N	6981	5134	7001	5134	1554988	H+
nadh	1	N	6977	5050	7001	5044	1554989	Nicotinamide adenine dinucleotide - reduced
nad	1	N	6961	4864	6991	4864	1554990	Nicotinamide adenine dinucleotide
6pgl	1	Y	2089	1596	2089	1625	1554991	6-phospho-D-glucono-1,5-lactone
h2o	1	N	2168	1699	2168	1679	1554992	H2O
h	1	N	2339	1714	2341	1694	1554993	H+
h	1395100	N	4955	1377	4933	1375	1554994	H+
h	1	N	4531	1385	4553	1387	1554995	H+
dmso	1395100	N	8126	4864	8106	4864	1554996	Dimethyl sulfoxide
h2o	1395100	N	8126	5164	8106	5164	1554997	H2O
dms	1395100	N	8121	5073	8101	5073	1554998	Dimethyl sulfide
h	1395100	N	3438	576	3416	575	1554999	H+
h	1	N	3435	1047	3415	1043	1555000	H+
ppi	1	N	5289	4579	5289	4597	1555001	Diphosphate
h2o	1	N	5289	4689	5289	4673	1555002	H2O
h	1	N	5639	4699	5639	4677	1555003	H+
pi	1	N	5639	4579	5639	4597	1555004	Phosphate
mal-L	3	Y	5234	2777	5237	2750	1555005	L-Malate
co2	1	N	4989	983	4989	997	1555006	CO2
h2o	1	N	4989	1147	4989	1127	1555007	H2O
h	1	N	5279	1127	5259	1127	1555008	H+
hco3	1	N	5279	997	5259	997	1555009	Bicarbonate
o2	1	N	6992	3039	7022	3039	1555010	O2
o2s	1	N	6942	3339	6962	3339	1555011	Superoxide anion
h	1	N	7072	3389	7042	3389	1555012	H+
succ	3	Y	5270	3264	5270	3234	1555013	Succinate
pi	1	N	867	1701	847	1701	1555014	Phosphate
pi	1395100	N	563	1856	565	1822	1555015	Phosphate
h	1	N	6159	1743	6159	1723	1555016	H+
h2	1	Y	6139	1853	6099	1853	1555017	H2
h	1395100	N	5809	1763	5809	1723	1555018	H+
pi	1	N	2704	4394	2684	4394	1555019	Phosphate
coa	1	N	2720	4638	2700	4638	1555020	Coenzyme A
nad	1	N	1289	4392	1318	4384	1555021	Nicotinamide adenine dinucleotide
h	1	N	1580	4254	1611	4258	1555022	H+
nadh	1	N	1590	4379	1613	4371	1555023	Nicotinamide adenine dinucleotide - reduced
dmso	1	N	7252	3286	7232	3286	1555024	Dimethyl sulfoxide
dms	1	N	7252	3496	7232	3496	1555025	Dimethyl sulfide
h2o	1	N	7250	3576	7232	3576	1555026	H2O
xyl-D	3	Y	5156	1611	5156	1581	1555027	D-Xylose
h2o	1	N	5115	2480	5115	2460	1555028	H2O
atp	1	Y	5050	2401	5050	2371	1555029	ATP
adp	1	Y	5439	2401	5439	2371	1555030	ADP
h	1	N	5397	2256	5367	2266	1555031	H+
pi	1	N	5360	2491	5360	2471	1555032	Phosphate
atp	1	Y	5469	487	5489	487	1555033	ATP
ppi	1	Y	5669	457	5639	457	1555034	Diphosphate
pppi	1	Y	5669	687	5639	687	1555035	Inorganic triphosphate
adp	1	Y	5459	687	5489	687	1555036	ADP
h2o	1	N	1498	4132	1518	4132	1555037	H2O
atp	1	N	1500	4180	1520	4180	1555038	ATP
amp	1	N	1542	3821	1564	3834	1555039	AMP
pi	1	N	1481	3845	1503	3840	1555040	Phosphate
h	1	N	1516	3914	1531	3905	1555041	H+
pi	1	N	1844	2699	1824	2699	1555042	Phosphate
nad	1	N	1699	2700	1714	2700	1555043	Nicotinamide adenine dinucleotide
nadh	1	N	1847	2904	1833	2886	1555044	Nicotinamide adenine dinucleotide - reduced
h	1	N	1853	2836	1833	2836	1555045	H+
13dpg	1	Y	1714	2931	1750	2933	1555046	3-Phospho-D-glyceroyl phosphate
h2o	1395100	N	1099	447	1099	477	1555047	H2O
g1p	1395100	Y	1009	587	1009	557	1555048	D-Glucose 1-phosphate
pi	1395100	N	1299	457	1299	477	1555049	Phosphate
h	1	N	6132	3026	6112	3026	1555050	H+
h2	1	N	6132	3106	6112	3106	1555051	H2
h	1395100	N	5832	3056	5832	3026	1555052	H+
nadh	1	N	6352	5459	6332	5459	1555053	Nicotinamide adenine dinucleotide - reduced
h	1	N	6400	5378	6380	5378	1555054	H+
h	1395100	N	6090	5403	6092	5376	1555055	H+
nad	1	N	6351	5292	6331	5292	1555056	Nicotinamide adenine dinucleotide
atp	1	N	1093	2003	1093	2023	1555057	ATP
adp	1	N	1324	1983	1324	2003	1555058	ADP
h	1	N	1403	2023	1386	2035	1555059	H+
dsbard	1395100	Y	5579	1877	5609	1877	1555060	periplasmic protein disulfide isomerase I (reduced)
dsbaox	1395100	Y	5579	1577	5609	1577	1555061	periplasmic protein disulfide isomerase I (oxidized)
pyr	1	Y	7038	1897	7018	1867	1555062	Pyruvate
h2o	1	N	7048	1787	7031	1788	1555063	H2O
co2	1	N	7088	1547	7071	1568	1555064	CO2
ac	1	Y	7038	1427	7018	1457	1555065	Acetate
glyclt	1	Y	6432	3246	6432	3276	1555066	Glycolate
glx	1	Y	6432	3046	6432	3006	1555067	Glyoxylate
h	1	N	819	3297	839	3297	1555068	H+
